latent_key,rollout_id,trial_id,chunk_id,group,dominant_failure_mode,centroid_mode,cos_success_centroid,cos_bowl_centroid,margin_success_minus_bowl,nearest_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_018,18,4,natural_failure,wrong_receptacle,chunk_aligned,0.8226892744381619,0.8186774873812387,0.004011787056923177,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_019,19,0,natural_failure,wrong_receptacle,chunk_aligned,0.8513129314408443,0.8563460148925365,-0.005033083451692177,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_019,19,1,natural_failure,wrong_receptacle,chunk_aligned,0.9450757368636165,0.9606673719141392,-0.015591635050522745,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_019,19,2,natural_failure,wrong_receptacle,chunk_aligned,0.9051584605413002,0.9199412020404579,-0.014782741499157703,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_019,19,3,natural_failure,wrong_receptacle,chunk_aligned,0.8932118873237571,0.8898309421730184,0.0033809451507387234,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_019,19,4,natural_failure,wrong_receptacle,chunk_aligned,0.8975142375739903,0.8944993887131216,0.0030148488608686685,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_020,20,0,natural_failure,wrong_receptacle,chunk_aligned,0.8777461618347933,0.8843069301329727,-0.00656076829817942,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_020,20,1,natural_failure,wrong_receptacle,chunk_aligned,0.9225811038032905,0.9239022884339817,-0.0013211846306911967,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_020,20,2,natural_failure,wrong_receptacle,chunk_aligned,0.9200853816171163,0.9143700845066605,0.005715297110455819,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_020,20,3,natural_failure,wrong_receptacle,chunk_aligned,0.845994425936746,0.8429730568383449,0.0030213690984011166,success_template
